gene_id,cluster
Ap8.689,1
Ap8.2384,1
Ap8.2380,1
Ap8.2381,1
Ap8.2401,1
Ap8.2406,1
Ap8.2265,1
Ap8.12,1
Ap8.11,1
Ap8.16,1
Ap8.14,1
Ap8.15,1
Ap8.608,1
Ap8.1073,1
Ap8.1072,1
Ap8.2155,1
Ap8.2154,1
Ap8.2480,1
Ap8.2483,1
Ap8.2482,1
Ap8.472,1
Ap8.470,1
Ap8.327,1
Ap8.326,2
Ap8.2556,1
Ap8.2725,1
Ap8.2820,1
Ap8.2728,2
Ap8.1264,1
Ap8.1260,1
Ap8.1263,1
Ap8.2826,1
Ap8.1289,1
Ap8.361,2
Ap8.1742,1
Ap8.161,1
Ap8.163,1
Ap8.165,1
Ap8.164,1
Ap8.2187,1
Ap8.2369,1
Ap8.2050,1
Ap8.320,1
Ap8.731,1
Ap8.1309,1
Ap8.1308,1
Ap8.2578,1
Ap8.2574,1
Ap8.1688,1
Ap8.1689,1
Ap8.1686,1
Ap8.1687,1
Ap8.2355,1
Ap8.2357,1
Ap8.2352,1
Ap8.2431,1
Ap8.2432,1
Ap8.2434,1
Ap8.201,1
Ap8.204,1
Ap8.205,1
Ap8.733,1
Ap8.2588,1
Ap8.1723,1
Ap8.2649,1
Ap8.1035,1
Ap8.41,1
Ap8.43,1
Ap8.1697,1
Ap8.588,1
Ap8.585,2
Ap8.282,1
Ap8.283,1
Ap8.285,1
Ap8.427,1
Ap8.2778,1
Ap8.2772,1
Ap8.2771,1
Ap8.1233,1
Ap8.1235,2
Ap8.1234,1
Ap8.671,1
Ap8.2818,1
Ap8.2819,1
Ap8.993,1
Ap8.1293,1
Ap8.1296,1
Ap8.1299,1
Ap8.1298,1
Ap8.1713,1
Ap8.1905,1
Ap8.2089,1
Ap8.330,1
Ap8.1120,1
Ap8.2549,2
Ap8.1088,1
Ap8.1084,1
Ap8.1081,1
Ap8.1083,1
Ap8.2363,1
Ap8.133,1
Ap8.130,1
Ap8.136,1
Ap8.1129,1
Ap8.898,1
Ap8.271,1
Ap8.270,1
Ap8.272,1
Ap8.274,1
Ap8.277,1
Ap8.2004,1
Ap8.2002,1
Ap8.2688,1
Ap8.1710,1
Ap8.1711,1
Ap8.2538,1
Ap8.2634,1
Ap8.2638,1
Ap8.963,1
Ap8.962,1
Ap8.965,1
Ap8.964,2
Ap8.967,1
Ap8.2465,1
Ap8.2204,1
Ap8.2203,1
Ap8.780,1
Ap8.36,1
Ap8.30,1
Ap8.38,1
Ap8.628,1
Ap8.1056,1
Ap8.1282,1
Ap8.2575,1
Ap8.2576,1
Ap8.2571,1
Ap8.1463,1
Ap8.1466,1
Ap8.189,1
Ap8.183,1
Ap8.184,1
Ap8.455,1
Ap8.450,1
Ap8.458,1
Ap8.844,1
Ap8.842,1
Ap8.841,1
Ap8.1148,2
Ap8.1954,1
Ap8.1955,1
Ap8.2708,1
Ap8.2707,1
Ap8.1243,1
Ap8.1246,1
Ap8.1470,1
Ap8.447,1
Ap8.2519,1
Ap8.2513,1
Ap8.2512,1
Ap8.2517,1
Ap8.1136,1
Ap8.1680,1
Ap8.2038,2
Ap8.2036,1
Ap8.1804,1
Ap8.1301,1
Ap8.1300,1
Ap8.1324,1
Ap8.1321,1
Ap8.2591,1
Ap8.2594,1
Ap8.527,1
Ap8.2418,1
Ap8.2419,2
Ap8.2415,1
Ap8.226,1
Ap8.1273,1
Ap8.1295,1
Ap8.1746,1
Ap8.1030,1
Ap8.694,1
Ap8.65,1
Ap8.62,1
Ap8.1795,1
Ap8.617,1
Ap8.614,1
Ap8.2140,1
Ap8.2141,1
Ap8.2142,1
Ap8.2144,1
Ap8.2145,1
Ap8.2146,1
Ap8.2148,1
Ap8.2498,1
Ap8.877,1
Ap8.871,1
Ap8.870,1
Ap8.2754,1
Ap8.2756,1
Ap8.947,1
Ap8.696,1
Ap8.1026,1
Ap8.1027,1
Ap8.1025,1
Ap8.316,2
Ap8.317,2
Ap8.2188,1
Ap8.1607,1
Ap8.158,1
Ap8.151,1
Ap8.486,1
Ap8.484,1
Ap8.485,2
Ap8.483,2
Ap8.481,1
Ap8.489,2
Ap8.318,1
Ap9.383,1
Ap9.384,1
Ap9.2624,1
Ap9.2626,1
Ap9.2622,1
Ap9.2628,1
Ap9.382,1
Ap9.2602,1
Ap9.1672,1
Ap9.1671,1
Ap9.84,2
Ap9.85,1
Ap9.81,1
Ap9.82,1
Ap9.83,1
Ap9.6,1
Ap9.1990,1
Ap9.277,1
Ap9.2315,1
Ap9.2318,1
Ap9.1976,1
Ap9.122,1
Ap9.120,1
Ap9.121,1
Ap9.2153,1
Ap9.2150,1
Ap9.1541,1
Ap9.856,1
Ap9.2553,1
Ap9.2353,1
Ap9.2357,1
Ap9.144,1
Ap9.140,2
Ap9.142,2
Ap9.1139,1
Ap9.1135,1
Ap9.1134,1
Ap9.2765,1
Ap9.2761,1
Ap9.1073,1
Ap9.2481,1
Ap9.2488,1
Ap9.2489,1
Ap9.647,1
Ap9.646,1
Ap9.2740.2.5f15e8c3,2
Ap9.400,1
Ap9.1207,1
Ap9.852,1
Ap9.855,1
Ap9.2198,1
Ap9.2675,1
Ap9.953,2
Ap9.569,1
Ap9.2251,1
Ap9.1820,1
Ap9.2597,1
Ap9.2440,1
Ap9.2443,1
Ap9.54,1
Ap9.53,1
Ap9.59,1
Ap9.58,1
Ap9.1967,1
Ap9.1963,1
Ap9.1107,1
Ap9.1103,1
Ap9.2739,1
Ap9.402,1
Ap9.2109,1
Ap9.139,1
Ap9.134,1
Ap9.130,1
Ap9.1187,1
Ap9.790,1
Ap9.795,1
Ap9.797,1
Ap9.796,1
Ap9.399,1
Ap9.388,1
Ap9.1747,1
Ap9.2278,1
Ap9.1612,1
Ap9.1613,1
Ap9.719,1
Ap9.2070,1
Ap9.2077,1
Ap9.2076,1
Ap9.1750,1
Ap9.133,1
Ap9.2606,1
Ap9.1188,1
Ap9.1189,1
Ap9.1183,2
Ap9.1693,1
Ap9.1695,1
Ap9.1699,1
Ap9.68,1
Ap9.69,2
Ap9.67,1
Ap9.1172,1
Ap9.1178,1
Ap9.219,1
Ap9.213,1
Ap9.214,1
Ap9.215,1
Ap9.2330,1
Ap9.2331,1
Ap9.2336,1
Ap9.1159,1
Ap9.1155,1
Ap9.1154,1
Ap9.2770,1
Ap9.1567,1
Ap9.1564,1
Ap9.1565,1
Ap9.1899,1
Ap9.2475,1
Ap9.2476,1
Ap9.1939,1
Ap9.2117,1
Ap9.1841,1
Ap9.1842,1
Ap9.1845,1
Ap9.1844,1
Ap9.317,1
Ap9.311,1
Ap9.310,1
Ap9.318,1
Ap9.2616,1
Ap9.2611,1
Ap9.2612,2
Ap9.1028,1
Ap9.504,1
Ap9.505,1
Ap9.506,1
Ap9.502,1
Ap9.503,1
Ap9.1228,1
Ap9.2047,1
Ap9.392,2
Ap9.2652,1
Ap9.2655,1
Ap9.2656,1
Ap9.2659,1
Ap9.2687,1
Ap9.101,1
Ap9.883,1
Ap9.885,1
Ap9.2700,1
Ap9.30,1
Ap9.1904,1
Ap9.1905,1
Ap9.157,1
Ap9.1126,1
Ap9.1125,1
Ap9.1616,1
Ap9.2758,1
Ap9.2759,1
Ap9.2754,1
Ap9.2755,1
Ap9.2756,1
Ap9.2757,1
Ap9.2751,1
Ap9.2753,1
Ap9.1215,1
Ap9.1217,1
Ap9.1212,1
Ap9.1824,1
Ap9.1009.1.5f15e6f0,1
Ap9.1005,1
Ap9.1004,1
Ap9.1000,1
Ap9.1589,1
Ap9.1581,1
Ap9.2760,1
Ap9.2763,1
Ap9.2321,1
Ap9.2259,1
Ap9.2258,2
Ap9.2358,1
Ap9.2350,1
Ap9.2354,1
Ap9.2355,1
Ap9.2356,1
Ap9.1087,1
Ap9.1500,1
Ap9.1505,1
Ap9.2435,1
Ap9.2437,1
Ap9.49,1
Ap9.40,1
Ap9.180,1
Ap9.1179,1
Ap9.2110,1
Ap9.2600,1
Ap9.102,1
Ap9.107,1
Ap9.109,1
Ap9.1242,1
Ap9.2577,1
Ap9.2031,1
Ap9.2033,1
Ap9.1712,1
Ap9.159,1
Ap9.156,1
Ap9.2264,1
Ap9.2267,1
Ap9.2261,1
Ap9.2067,1
Ap9.2069,1
Ap9.2637,2
Ap9.2636,1
Ap9.2633,1
Ap9.2630,1
Ap9.2639,1
Ap9.916,1
Ap9.192,1
Ap9.1664,1
Ap9.2401,1
Ap9.2402,1
Ap9.93,1
Ap9.92,1
Ap9.96,1
Ap9.99,1
Ap9.209,1
Ap9.207,1
Ap9.204,1
Ap9.1141,1
Ap9.1142,1
Ap9.2148,1
Ap9.1556,1
Ap9.1555,1
Ap9.1551,1
Ap9.5,1
Ap9.4,2
Ap9.1527,1
Ap9.18,1
Ap9.2483,1
Ap9.1927,1
Ap9.179,1
Ap9.178,1
Ap9.177,1
Ap9.2389,1
Ap9.287,1
Ap9.286,1
Ap9.2529,1
Ap9.322,1
Ap9.324,1
Ap9.325,2
Ap9.326,1
Ap9.118,2
Ap9.1062,1
Ap9.1067,1
Ap9.1066,1
Ap9.1453,1
Ap9.1451,1
Ap9.1454,1
Ap9.2333,1
Ap9.2239,1
Ap9.1231,1
Ap9.1238,1
Ap9.1791,1
Ap9.2645,2
Ap9.189,1
Ap9.1229,1
Ap9.751,1
Ap9.501,1
Ap9.2682,1
Ap9.497,1
Ap9.2174,1
Ap9.2176,1
Ap9.2634,1
Ap9.1561,1
Ap9.2457,1
Ap9.2455,1
Ap9.2454,1
Ap9.2450,1
Ap9.2458,1
Ap9.22,1
Ap9.20,1
Ap9.27,1
Ap9.28,1
Ap9.29,2
Ap9.1048,2
Ap9.1117,2
Ap9.1116,1
Ap9.1111,2
Ap9.1020,2
Ap9.198,1
Ap9.1700,1
Ap9.2729,1
Ap9.1404,1
Ap9.1115,1
Ap9.1119,1
Ap9.2344,1
Ap9.1199,1
Ap9.1197,1
Ap9.1196,1
Ap9.1192,1
Ap9.1190,2
Ap9.784,1
Ap9.782,1
Ap9.780,1
Ap9.2556,1
Ap9.1013,1
Ap9.1011,1
Ap9.1016,1
Ap9.1015,1
Ap9.2493,2
Ap9.2492,1
Ap9.2491,1
Ap9.541,1
Ap9.1603,1
Ap9.1606,1
Ap9.1605,1
Ap9.538,1
Ap9.1092,1
Ap9.1090,1
Ap9.1091,1
Ap9.2619,1
Ap9.2666,1
Ap9.2667,2
Ap9.1682,1
Ap9.1685,1
Ap9.2424,1
Ap9.2422,1
Ap9.74,1
Ap9.77,1
Ap9.71,1
Ap9.70,1
Ap9.197,1
Ap9.2324,1
Ap9.1165,1
Ap9.1162,2
Ap9.1161,1
Ap9.842,1
Ap9.2123,1
Ap9.167,1
Ap9.165,1
Ap9.162,1
Ap9.163,1
Ap9.161,1
Ap9.1355,1
Ap9.1351,1
Ap9.1353,1
Ap9.2501,1
Ap9.2502,1
Ap9.2506,1
Ap9.2509,1
Ap9.1047,1
Ap9.57,1
Ap9.55,1
Ap9.52,1
Ap9.693,1
Ap9.2255,1
Ap9.736,1
Ap9.2054,1
Ap9.2589,1
Ap9.2588,1
Ap9.2586,1
Ap9.289,1
Ap9.1873,1
Ap7.52,1
Ap7.963,1
Ap7.962,1
Ap7.960,1
Ap7.969,1
Ap7.968,1
Ap7.2348,1
Ap7.2340,1
Ap7.1554,1
Ap7.1712,1
Ap7.1710,1
Ap7.1719,1
Ap7.39,1
Ap7.117,1
Ap7.951,1
Ap7.661,1
Ap7.2008,1
Ap7.1050,1
Ap7.2822,1
Ap7.2431,2
Ap7.2437,1
Ap7.303,1
Ap7.302,1
Ap7.2579,1
Ap7.2883,1
Ap7.2882,1
Ap7.2881,2
Ap7.1216,1
Ap7.1013,1
Ap7.402,1
Ap7.403,1
Ap7.404,1
Ap7.405,2
Ap7.1988,1
Ap7.1987,1
Thr_2338_exon,1
Ap7.2392,1
Ap7.800,1
Ap7.2803,1
Ap7.2801,1
Ap7.2804,1
Ap7.1163,1
Ap7.1292,1
Ap7.846,1
Ap7.228,1
Ap7.226,2
Ap7.221,1
Ap7.222,1
Ap7.2637,1
Ap7.2102,1
Ap7.2108,1
Ap7.2753,1
Ap7.1317,1
Ap7.1314,1
Ap7.1336,1
Ap7.1091,1
Ap7.1668,1
Ap7.2824,1
Ap7.61,1
Ap7.60,1
Ap7.2251,2
Ap7.2256,1
Ap7.1503,1
Ap7.1507,1
Ap7.177,1
Ap7.539,1
Ap7.2293,1
Ap7.2513,1
Ap7.709,1
Ap7.703,1
Ap7.1130,1
Ap7.1395,1
Ap7.1399,1
Ap7.1974,1
Ap7.1973,1
Ap7.146,1
Ap7.240,1
Ap7.939,1
Ap7.931,1
Ap7.937,1
Ap7.2935,1
Ap7.2931,1
Ap7.2930,1
Ap7.2386,1
Ap7.1587,1
Ap7.1585,1
Ap7.1589,1
Ap7.2582,1
Ap7.2583,1
Ap7.2580,1
Ap7.2927,1
Ap7.1747,1
Ap7.1742.1.5f15e908,1
Ap7.2218,1
Ap7.2219,1
Ap7.2852,1
Ap7.2543,1
Ap7.1262,1
Ap7.1263,1
Ap7.1038,1
Ap7.2506,1
Ap7.2502,1
Ap7.783,1
Ap7.2072,1
Ap7.1464,1
Ap7.2027,1
Ap7.2026,1
Ap7.2029,1
Ap7.2028,1
Ap7.1057,1
Ap7.1056,1
Ap7.352,1
Ap7.353,1
Ap7.354,1
Ap7.355,1
Ap7.359,1
Ap7.2794,1
Ap7.2711,1
Ap7.2710,1
Ap7.2718,1
Ap7.2774,1
Ap7.2155,1
Ap7.2157,1
Ap7.2156,1
Ap7.73,1
Ap7.71,1
Ap7.2646,1
Ap7.1632,1
Ap7.133,1
Ap7.36,1
Ap7.2873,1
Ap7.2870,1
Ap7.2871,1
Ap7.2876,1
Ap7.259,1
Ap7.754,1
Ap7.752,1
Ap7.2368,1
Ap7.247,2
Ap7.244,1
Ap7.245,1
Ap7.1578,1
Ap7.1579,1
Ap7.1572,1
Ap7.1570,1
Ap7.1574,1
Ap7.543,1
Ap7.2390,1
Ap7.1778,1
Ap7.1777,1
Ap7.1770,1
Ap7.2847,2
Ap7.2843,1
Ap7.2840,1
Ap7.113,2
Ap7.110,1
Ap7.111,1
Ap7.116,1
Ap7.764,1
Ap7.1068,1
Ap7.1069,1
Ap7.234,2
Ap7.2087,1
Ap7.321,1
Ap7.320,1
Ap7.2247,2
Ap7.2246,1
Ap7.2240,1
Ap7.2248,1
Ap7.1238,1
Ap7.286,1
Ap7.287,1
Ap7.285,1
Ap7.1439,1
Ap7.1434,1
Ap7.2160,1
Ap7.2166,1
Ap7.2167,1
Ap7.2168,1
Ap7.2169,1
Ap7.24,1
Ap7.23,1
Ap7.22,2
Ap7.2409,1
Ap7.1601,1
Ap7.1604,1
Ap7.1606,1
Ap7.1608,1
Ap7.980,1
Ap7.167,1
Ap7.163,1
Ap7.599,1
Ap7.2828,1
Ap7.1720,1
Ap7.2453,1
Ap7.2454,1
Ap7.155,1
Ap7.954,1
Ap7.430,1
Ap7.2749,1
Ap7.1520,2
Ap7.1522,1
Ap7.1529,1
Ap7.511,1
Ap7.1723,1
Ap7.1727,1
Ap7.721,1
Ap7.722,1
Ap7.1914,1
Ap7.1912,1
Ap7.2874,2
Ap7.2875,1
Ap7.124,2
Ap7.2879,1
Ap7.2919,1
Ap7.2916,1
Ap7.2911,2
Ap7.2913,1
Ap7.2912,1
Ap7.1035,2
Ap7.2895,1
Ap7.1168,1
Ap7.1445,1
Ap7.1440,1
Ap7.990,1
Ap7.120,1
Ap7.6,1
Ap7.7,1
Ap7.5,1
Ap7.2524,1
Ap7.2810,1
Ap7.2811,1
Ap7.2817,1
Ap7.2818,1
Ap7.2819,1
Ap7.1288,1
Ap7.1289,1
Ap7.2485.1.5f15e93a,1
Ap7.2485,1
Ap7.2739,1
Ap7.2738,1
Ap7.2737,1
Ap7.2736,1
Ap7.238,1
Ap7.236,1
Ap7.235,1
Ap7.231,1
Ap7.230,1
Ap7.2130,1
Ap7.54,1
Ap7.1654,1
Ap7.1653,1
Ap7.250,1
Ap7.1093,1
Ap7.1519,1
Ap7.1512,1
Ap7.1516,1
Ap7.525,1
Ap7.2401,1
Ap7.2744,1
Ap7.2575,1
Ap7.2573,1
Ap7.2746,1
Ap7.775,1
Ap7.1031,1
Ap7.1949,1
Ap7.1948,1
Ap7.1947,1
Ap7.171,1
Ap7.2074,1
Ap7.923,1
Ap7.2925,1
Ap7.2926,1
Ap7.2921,1
Ap7.2922,2
Ap7.2928,1
Ap7.2929,1
Ap7.2432,1
Ap7.2862,1
Ap7.1590,1
Ap7.1591,1
Ap7.1592,1
Ap7.1593,1
Ap7.1594,1
Ap7.1596,1
Ap7.2221,1
Ap7.2220,1
Ap7.1481,1
Ap7.1487,1
Ap7.1252,1
Ap7.2866,1
Ap7.445,1
Ap7.443,1
Ap7.2436,1
Ap7.1499,1
Ap7.1498,1
Ap7.88,1
Ap7.631,1
Ap7.2863,1
Ap7.2555,1
Ap7.1042,1
Ap7.1043,1
Ap7.343,1
Ap7.94,1
Ap7.99,1
Ap7.1733,1
Ap7.2704,1
Ap7.2700,1
Ap7.2703,1
Ap7.2709,1
Ap7.2473,1
Ap7.2073,1
Ap7.948,1
Ap7.1359,1
Ap7.264,1
Ap7.265,1
Ap7.1204,1
Ap7.1355,1
Ap7.2362,1
Ap7.2360,1
Ap7.2366,1
Ap7.2849,1
Ap7.2848,1
Ap7.262,1
Ap7.266,1
Ap7.719,1
Ap7.2626,1
Ap7.2625,1
Ap7.2624,1
Ap7.2628,1
Ap7.970,1
Ap7.971,1
Ap7.2358,1
Ap7.2006,1
Ap7.2004,1
Ap7.1545,1
Ap7.1541,1
Ap7.1540,1
Ap7.1549,1
Ap7.572,1
Ap7.573,1
Ap7.576,1
Ap7.841,1
Ap7.848,1
Ap7.121,1
Ap7.1311,1
Ap7.127,1
Ap7.104,1
Ap7.100,2
Ap7.128,1
Ap7.203,1
Ap7.48,1
Ap7.665,1
Ap7.660,1
Ap7.45,1
Ap7.1015,1
Ap7.1017,1
Ap7.1016,1
Ap7.2099,1
Ap7.316,2
Ap7.317,1
Ap7.310,2
Ap7.311,1
Ap7.2253,1
Ap7.2747,1
Ap7.1194,1
Ap7.1197,1
Ap7.1193,1
Ap7.2461,2
Ap7.2467,1
Ap7.19,1
Ap7.2780,1
Ap7.2782,1
Ap7.434,1
Ap7.291,1
Ap7.294,1
Ap7.1005,1
Ap7.13,2
Ap7.32,1
Ap7.30,1
Ap7.2830,1
Ap7.2838,1
Ap7.2839,1
Ap7.1111,1
Ap7.211,1
Ap7.212,1
Ap7.215,1
Ap7.214,2
Ap7.2388,1
Ap7.2382,1
Ap7.2385,1
Ap7.2115,1
Ap7.2116,1
Ap7.2112,1
Ap7.1305,1
Ap7.1303,1
Ap7.2740,1
Ap7.2741,1
Ap7.2742,1
Ap7.1671,1
Ap7.2329,1
Ap7.1539,1
Ap7.2563,1
Ap7.49,1
Ap7.2172,1
Ap7.1738,1
Ap7.2286,1
Ap7.2699,1
Ap7.1383,1
Ap7.151,2
Ap7.905,1
Ap7.907,1
Ap7.1368,1
Ap7.115,1
Ap7.2909,1
Ap7.2902,1
Ap7.2906,1
Ap7.2907,1
Ap7.134,1
Ap7.138,1
Ap7.1024,1
Ap7.2590.1.5f15e943,1
Ap7.2595,1
Ap7.2597,1
Ap7.2596,1
Ap7.2599,1
Ap7.2598,1
Ap7.1131,1
Ap7.2201,1
Ap7.2297,1
Ap7.461,1
Ap7.242,1
Ap7.985,1
Ap7.984,1
Ap7.611,1
Ap7.619,1
Ap7.241,1
Ap7.366,1
Ap7.361,1
Ap7.360,1
Ap7.2745,1
Ap7.2490,1
Ap7.2120,1
Ap7.1338,1
Ap7.1095,2
Ap7.2759,1
Ap7.2758,1
Ap7.2650,1
Ap7.2752,1
Ap7.2751,1
Ap7.2750,1
Ap7.2019,1
Ap7.2757,1
Ap7.2869,1
Ap7.2868,1
Ap7.857,1
Ap7.717,1
Ap7.767,1
Ap7.766,1
Ap7.768,1
Ap7.1951,1
Ap7.1952,1
Ap7.2600,1
Ap7.956,1
Ap7.1563,1
Ap7.144,1
Ap7.1133,1
Ap7.107,1
Ap7.106,1
Ap7.2235,1
Ap7.194,1
Ap7.1041,1
Ap7.1489,1
Ap7.1486,1
Ap7.1485,1
Ap7.2769,1
Ap7.2766,1
Ap7.2767,2
Ap7.2566,1
Ap7.1075,1
Ap7.1071,1
Ap7.279,1
Ap7.188,1
Ap7.2773,1
Ap7.2173,1
Ap7.2171,1
Ap7.2170,1
Ap7.2176,1
Ap7.1309,1
Ap7.1582,1
Ap7.1362,1
Ap7.1618,1
Ap7.1511,1
Ap7.2698,2
Ap7.2482,1
Ap7.2645,1
Ap7.2644,1
Ap7.2165,1
Ap7.2858,1
Ap7.2768,1
Ap7.270,1
Ap6.773,1
Ap6.772,1
Ap6.191,1
Ap6.190,1
Ap6.53,1
Ap6.52,1
Ap6.59,1
Ap6.3124,1
Ap6.3120,1
Ap6.1786,1
Ap6.1787,1
Ap6.1782,1
Ap6.1434,1
Ap6.1437,1
Ap6.1431,1
Ap6.1432,1
Ap6.1237,1
Ap6.1230,1
Ap6.1573,1
Ap6.1574,1
Ap6.1577,1
Ap6.1576,1
Ap6.303,1
Ap6.307,1
Ap6.304,1
Ap6.309,1
Ap6.467.1.5f15dd0b.1.5f16885c,1
Ap6.2592,1
Ap6.2593,1
Ap6.2590,1
Ap6.2599,1
Ap6.2373,1
Ap6.3091,1
Ap6.3097,1
Ap6.1838,1
Ap6.113,1
Ap6.111,1
Ap6.2948,1
Ap6.2947,1
Ap6.2946,1
Ap6.2940,2
Ap6.2943,1
Ap6.1704,1
Ap6.1701,1
Ap6.639,1
Ap6.2754,1
Ap6.2757,1
Ap6.2753,1
Ap6.2404,1
Ap6.3011,2
Ap6.2493,1
Ap6.2492,1
Ap6.2495,1
Ap6.2494,1
Ap6.788,1
Ap6.789,1
Ap6.786,1
Ap6.785,1
Ap6.254,1
Ap6.256,1
Ap6.1121,1
Ap6.88,1
Ap6.3191,1
Ap6.3199,1
Ap6.3198,1
Ap6.1974,2
Ap6.1972,1
Ap6.3229,2
Ap6.909,1
Ap6.3027,1
Ap6.2864,1
Ap6.2862,1
Ap6.2289,1
Ap6.2280,1
Ap6.2281,1
Ap6.2286,1
Ap6.2287,1
Ap6.2284,1
Ap6.2285,1
Ap6.2139,1
Ap6.1317,1
Ap6.1316,1
Ap6.1688,1
Ap6.2413,1
Ap6.2993,1
Ap6.3117,1
Ap6.3110,2
Ap6.3112,1
Ap6.1400,1
Ap6.512,1
Ap6.1247,1
Ap6.351,1
Ap6.829,1
Ap6.828,1
Ap6.820,1
Ap6.826,1
Ap6.825,1
Ap6.824,1
Ap6.1807,1
Ap6.1806,1
Ap6.2917,1
Ap6.2919,1
Ap6.2525,1
Ap6.1776,1
Ap6.1770,1
Ap6.1778,1
Ap6.1484,1
Ap6.661,1
Ap6.599,1
Ap6.2893,1
Ap6.1526,1
Ap6.1525,1
Ap6.1529,1
Ap6.2567,1
Ap6.2566,1
Ap6.2561,1
Ap6.2569,1
Ap6.2568,1
Ap6.412,1
Ap6.413,2
Ap6.417,1
Ap6.414,1
Ap6.3024,1
Ap6.202,2
Ap6.2334,1
Ap6.2335,1
Ap6.2333,1
Ap6.2330,1
Ap6.1922,1
Ap6.1926,1
Ap6.1924,1
Ap6.3275,1
Ap6.2817,1
Ap6.2816,1
Ap6.2815,1
Ap6.2814,1
Ap6.2813,1
Ap6.2819,1
Ap6.2818,1
Ap6.1682,1
Ap6.578,1
Ap6.492,1
Ap6.490,1
Ap6.491,1
Ap6.496,1
Ap6.497,1
Ap6.498,1
Ap6.2603,1
Ap6.2600,1
Ap6.1391,1
Ap6.1392,1
Ap6.1395,1
Ap6.1397,1
Ap6.1398,1
Ap6.2448,1
Ap6.2444,1
Ap6.1151,1
Ap6.3143,1
Ap6.3146,1
Ap6.3147,2
Ap6.3145,1
Ap6.3148,1
Ap6.954,1
Ap6.2180,1
Ap6.2183,1
Ser_2735_exon,1
Ap6.1299,1
Ap6.1296,1
Ap6.2682,1
Ap6.2680,1
Ap6.1649,1
Ap6.2365,1
Ap6.2364,1
Ap6.750,1
Ap6.759,1
Ap6.72,1
Ap6.657,1
Ap6.2276,1
Ap6.2275,1
Ap6.2735,1
Ap6.1552,2
Ap6.852,1
Ap6.441,2
Ap6.442,1
Ap6.447,1
Ap6.446,1
Ap6.1854,1
Ap6.2965,1
Ap6.2349,1
Ap6.2347,1
Ap6.2346,2
Ap6.1188,1
Ap6.3248,1
Ap6.3241,1
Ap6.3247,1
Ap6.3246,1
Ap6.688,1
Ap6.2536,1
Ap6.2537,1
Ap6.2531,1
Ap6.2678,1
Ap6.2676,1
Ap6.2674,1
Ap6.2672,2
Ap6.2671,2
Ap6.3078,1
Ap6.3079,1
Ap6.3074,1
Ap6.3075,1
Ap6.1697,1
Ap6.2471,1
Ap6.2473,1
Ap6.2472,1
Ap6.2476,1
Ap6.2479,1
Ap6.274,1
Ap6.922,1
Ap6.923,1
Ap6.920,1
Ap6.921,1
Ap6.2847,1
Ap6.2842,1
Ap6.2843,1
Ap6.1611,1
Ap6.1612,1
Ap6.768,1
Ap6.769,1
Ap6.764,1
Ap6.766,1
Ap6.763,1
Ap6.188,1
Ap6.189,1
Ap6.186,1
Ap6.24,1
Ap6.3131,1
Ap6.3139,1
Ap6.1796,1
Ap6.1793,1
Ap6.1792,1
Ap6.687,1
Ap6.685,1
Ap6.684,1
Ap6.683,1
Ap6.2221,1
Ap6.535,2
Ap6.534,1
Ap6.531,1
Ap6.1228,1
Ap6.1224,1
Ap6.807,1
Ap6.918,1
Ap6.1452,1
Ap6.1450,1
Ap6.474,1
Ap6.475,1
Ap6.2585,1
Ap6.2584,1
Ap6.2587,1
Ap6.2583,1
Ap6.2582,1
Ap6.2589,1
Ap6.2054,1
Ap6.3088,1
Ap6.3085,1
Ap6.3084,1
Ap6.3083,1
Ap6.3082,1
Ap6.3080,1
Ap6.108,1
Ap6.109,1
Ap6.1717,1
Ap6.2748,1
Ap6.2740,2
Ap6.2747,1
Ap6.1504,1
Ap6.1505,1
Ap6.1501,1
Ap6.1503,1
Ap6.3033,1
Ap6.3005,1
Ap6.3004,1
Ap6.2314,1
Ap6.2315,1
Ap6.2317,1
Ap6.2313,1
Ap6.1136.1.5f15de73,1
Ap6.94,1
Ap6.93,1
Ap6.99,1
Ap6.3213,1
Ap6.2299,1
Ap6.2293,1
Ap6.2292,1
Ap6.2294,1
Ap6.2127,1
Ap6.1584,1
Ap6.1585,2
Ap6.1586,1
Ap6.1581,1
Ap6.1588,2
Ap6.2624,1
Ap6.2625,2
Ap6.2620,1
Ap6.1628,1
Ap6.2428,1
Ap6.2392,1
Ap6.2398,1
Ap6.19,1
Ap6.11,1
Ap6.10,1
Ap6.2981,1
Ap6.2980,1
Ap6.2983,1
Ap6.2982,1
Ap6.1984,1
Ap6.3164,1
Ap6.2213,1
Ap6.2217,1
Ap6.2219,1
Ap6.1273,1
Ap6.1276,2
Ap6.1277,2
Ap6.1274,1
Ap6.1275,1
Ap6.1056,1
Ap6.346,1
Ap6.344,1
Ap6.345,1
Ap6.341,1
Ap6.349,1
Ap6.830,1
Ap6.2002,1
Ap6.2003,1
Ap6.2004,1
Ap6.2901,2
Ap6.2905,1
Ap6.2906,1
Ap6.2908,1
Ap6.1742,1
Ap6.1740,1
Ap6.1747,1
Ap6.1745,1
Ap6.679,1
Ap6.2715,1
Ap6.2716,1
Ap6.2717,1
Ap6.2719,2
Ap6.1532,1
Ap6.1539,1
Ap6.2552,1
Ap6.2553,1
Ap6.2551,1
Ap6.2554,1
Ap6.2558,1
Ap6.427,1
Ap6.426,1
Ap6.423,1
Ap6.421,1
